nm,exPts,exVar,wk
Ugo Amadi O,0,1.36157048222379e-18,17
Vance McDonald,0,1.16984471653164,17
Ventell Bryant,0,0.612637600030996,17
Vernon Davis,0,1.12639421689376,17
Vernon Hargreaves III,0,1.36157048222379e-18,17
Vic Beasley Jr.,0,1.36157048222379e-18,17
Vince Williams,0,1.36157048222379e-18,17
Vinny Curry,0,1.36157048222379e-18,17
Virgil Green IR,2.25192245392549,0.397393570746563,17
Vita Vea IR,0,1.12912116229227,17
Von Miller IR,0,1.36157048222379e-18,17
Vonn Bell,0,1.36157048222379e-18,17
Vontaze Burfict,0,1.36157048222379e-18,17
Vyncint Smith D,10.0637375447844,2.63179360374512,17
Walt Aikens,0,1.36157048222379e-18,17
Washington Football Team,0,1.16879722585159,17
Wayne Gallman,2.24965588371936,0.108706495107076,17
Wendell Smallwood,0,1.06750432940245,17
Wes Hills,8.10000009127927,1.75000002253809,17
Wesley Woodyard,0,1.36157048222379e-18,17
Whitney Mercilus,0,1.36157048222379e-18,17
Wil Lutz,8.01920745424534,0.417732528175249,17
Will Dissly,8.10491048478992,0.428622464458376,17
Will Fuller V,15.0950568143725,0.443794914655927,17
Will Grier,7.6600013153355,3.75000068685927,17
Will Harris,0,1.36157048222379e-18,17
Will Parks,0,1.36157048222379e-18,17
William Gholston,0,1.36157048222379e-18,17
William Jackson III,0,1.36157048222379e-18,17
Willie Snead IV,0.00682433389952841,1.0877978697138,17
Xavien Howard,0,1.36157048222379e-18,17
Xavier Grimble,0.185714271368664,0.321428527288197,17
Xavier Rhodes,0,1.36157048222379e-18,17
Xavier Woods,0,1.36157048222379e-18,17
Yannick Ngakoue,0,1.36157048222379e-18,17
Younghoe Koo,1.90108927819692,0.44987481581108,17
Za'Darius Smith,0,1.36157048222379e-18,17
Zach Allen IR,0,1.36157048222379e-18,17
Zach Brown,0,1.36157048222379e-18,17
Zach Cunningham,0,1.36157048222379e-18,17
Zach Ertz IR,8.95041931574147,0.527871848242175,17
Zach Gentry,0.700000000621914,1.75000000177689,17
Zach Line,0,1.405116417827,17
Zach Pascal,6.92503015846804,0.180914284119697,17
Zach Wood,0,1.36157048222379e-18,17
Zach Zenner,0,0.549563578272721,17
Zane Gonzalez,10.5164749176626,0.583749766917244,17
Zay Jones,1.55824061754275,0.643937659399902,17
